Mode	Category	Environment	Density	Compression	GameVersion	Revision	URL	Size
COMPLETE	TEXT_ZH_HANT	LIVE	XHDPI	TXT	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ZH_HANT_XHDPI_TXT_331.zip	1185031
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	ETC1	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_ETC1_331.zip	5038763
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	ETC2	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_ETC2_331.zip	5859288
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	PVRTC	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_PVRTC_331.zip	3859363
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	ETC1	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_ETC1_331.zip	1683852
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	ETC2	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_ETC2_331.zip	2272121
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	PVRTC	7.11	331	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_PVRTC_331.zip	2271815
INCREMENTAL	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC1	7.11	332	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC1_332.zip	4454
INCREMENTAL	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC2	7.11	332	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC2_332.zip	4454
INCREMENTAL	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	PVRTC	7.11	332	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_PVRTC_332.zip	4460
COMPLETE	FONT_CJK_BASE	LIVE	XHDPI	PNG	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_FONT_CJK_BASE_XHDPI_PNG_332.zip	4422179
COMPLETE	FONT_CJK_FALLBACK	LIVE	XHDPI	PNG	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_FONT_CJK_FALLBACK_XHDPI_PNG_332.zip	15922823
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC1	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC1_332.zip	37356556
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC2	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC2_332.zip	43275646
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	PVRTC	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_PVRTC_332.zip	39076656
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	ETC1	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_ETC1_332.zip	399775574
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	ETC2	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_ETC2_332.zip	453025915
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	PVRTC	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_PVRTC_332.zip	431233192
COMPLETE	UI_INITIAL	LIVE	XHDPI	ETC1	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_ETC1_332.zip	15342307
COMPLETE	UI_INITIAL	LIVE	XHDPI	ETC2	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_ETC2_332.zip	18175500
COMPLETE	UI_INITIAL	LIVE	XHDPI	PVRTC	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_PVRTC_332.zip	17760903
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	ETC1	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_ETC1_332.zip	154174858
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	ETC2	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_ETC2_332.zip	190992514
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	PVRTC	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_PVRTC_332.zip	192772226
COMPLETE	SOUND	LIVE	XHDPI	OGG	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_SOUND_XHDPI_OGG_332.zip	167426599
COMPLETE	SOUND	LIVE	XHDPI	MP3	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_SOUND_XHDPI_MP3_332.zip	145169690
COMPLETE	TEXT	LIVE	XHDPI	TXT	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_XHDPI_TXT_332.zip	3294170
COMPLETE	TEXT_DE	LIVE	XHDPI	TXT	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_DE_XHDPI_TXT_332.zip	3453781
COMPLETE	TEXT_FR	LIVE	XHDPI	TXT	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_FR_XHDPI_TXT_332.zip	3298396
COMPLETE	TEXT_ES	LIVE	XHDPI	TXT	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ES_XHDPI_TXT_332.zip	3258957
COMPLETE	TEXT_IT	LIVE	XHDPI	TXT	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_IT_XHDPI_TXT_332.zip	3226588
COMPLETE	TEXT_PT	LIVE	XHDPI	TXT	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_PT_XHDPI_TXT_332.zip	3188209
COMPLETE	TEXT_RU	LIVE	XHDPI	TXT	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_RU_XHDPI_TXT_332.zip	1441240
COMPLETE	TEXT_JA	LIVE	XHDPI	TXT	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_JA_XHDPI_TXT_332.zip	3521608
COMPLETE	TEXT_KO	LIVE	XHDPI	TXT	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_KO_XHDPI_TXT_332.zip	3494182
COMPLETE	TEXT_ZH_HANS	LIVE	XHDPI	TXT	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ZH_HANS_XHDPI_TXT_332.zip	1157249
COMPLETE	TEXT_ZH_HANT	LIVE	XHDPI	TXT	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ZH_HANT_XHDPI_TXT_332.zip	1185031
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	ETC1	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_ETC1_332.zip	5038763
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	ETC2	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_ETC2_332.zip	5859288
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	PVRTC	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_PVRTC_332.zip	3859363
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	ETC1	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_ETC1_332.zip	1683852
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	ETC2	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_ETC2_332.zip	2272121
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	PVRTC	7.11	332	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_PVRTC_332.zip	2271815
INCREMENTAL	TEXT	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_XHDPI_TXT_333.zip	308080
INCREMENTAL	TEXT_DE	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_DE_XHDPI_TXT_333.zip	328392
INCREMENTAL	TEXT_FR	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_FR_XHDPI_TXT_333.zip	315699
INCREMENTAL	TEXT_ES	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_ES_XHDPI_TXT_333.zip	311002
INCREMENTAL	TEXT_IT	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_IT_XHDPI_TXT_333.zip	306361
INCREMENTAL	TEXT_PT	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_PT_XHDPI_TXT_333.zip	303161
INCREMENTAL	TEXT_RU	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_RU_XHDPI_TXT_333.zip	29691
INCREMENTAL	UI_DYNAMIC	LIVE	XHDPI	ETC1	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_UI_DYNAMIC_XHDPI_ETC1_333.zip	23426554
INCREMENTAL	TEXT_JA	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_JA_XHDPI_TXT_333.zip	338785
INCREMENTAL	TEXT_KO	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_KO_XHDPI_TXT_333.zip	331412
INCREMENTAL	TEXT_ZH_HANS	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_ZH_HANS_XHDPI_TXT_333.zip	26381
INCREMENTAL	TEXT_ZH_HANT	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_ZH_HANT_XHDPI_TXT_333.zip	26805
INCREMENTAL	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC1	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC1_333.zip	4512
INCREMENTAL	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC2	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC2_333.zip	4512
INCREMENTAL	UI_DYNAMIC	LIVE	XHDPI	ETC2	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_UI_DYNAMIC_XHDPI_ETC2_333.zip	28878181
INCREMENTAL	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	PVRTC	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_PVRTC_333.zip	4518
INCREMENTAL	WORLD_ADDITIONAL	LIVE	XHDPI	ETC1	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_ADDITIONAL_XHDPI_ETC1_333.zip	4912004
INCREMENTAL	UI_DYNAMIC	LIVE	XHDPI	PVRTC	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_UI_DYNAMIC_XHDPI_PVRTC_333.zip	28837830
INCREMENTAL	WORLD_ADDITIONAL	LIVE	XHDPI	ETC2	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_ADDITIONAL_XHDPI_ETC2_333.zip	6657071
INCREMENTAL	WORLD_ADDITIONAL	LIVE	XHDPI	PVRTC	8.0	333	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_ADDITIONAL_XHDPI_PVRTC_333.zip	5709688
COMPLETE	FONT_CJK_BASE	LIVE	XHDPI	PNG	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_FONT_CJK_BASE_XHDPI_PNG_333.zip	4422179
COMPLETE	FONT_CJK_FALLBACK	LIVE	XHDPI	PNG	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_FONT_CJK_FALLBACK_XHDPI_PNG_333.zip	15922823
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC1	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC1_333.zip	37356614
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC2	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC2_333.zip	43275704
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	PVRTC	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_PVRTC_333.zip	39076714
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	ETC1	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_ETC1_333.zip	399920056
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	ETC2	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_ETC2_333.zip	453239641
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	PVRTC	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_PVRTC_333.zip	431417071
COMPLETE	UI_INITIAL	LIVE	XHDPI	ETC1	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_ETC1_333.zip	15342307
COMPLETE	UI_INITIAL	LIVE	XHDPI	ETC2	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_ETC2_333.zip	18175500
COMPLETE	UI_INITIAL	LIVE	XHDPI	PVRTC	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_PVRTC_333.zip	17760903
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	ETC1	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_ETC1_333.zip	154575573
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	ETC2	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_ETC2_333.zip	191422098
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	PVRTC	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_PVRTC_333.zip	193243907
COMPLETE	SOUND	LIVE	XHDPI	OGG	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_SOUND_XHDPI_OGG_333.zip	167426599
COMPLETE	SOUND	LIVE	XHDPI	MP3	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_SOUND_XHDPI_MP3_333.zip	145169690
COMPLETE	TEXT	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_XHDPI_TXT_333.zip	3296839
COMPLETE	TEXT_DE	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_DE_XHDPI_TXT_333.zip	3456660
COMPLETE	TEXT_FR	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_FR_XHDPI_TXT_333.zip	3301120
COMPLETE	TEXT_ES	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ES_XHDPI_TXT_333.zip	3261582
COMPLETE	TEXT_IT	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_IT_XHDPI_TXT_333.zip	3229236
COMPLETE	TEXT_PT	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_PT_XHDPI_TXT_333.zip	3190910
COMPLETE	TEXT_RU	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_RU_XHDPI_TXT_333.zip	1441262
COMPLETE	TEXT_JA	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_JA_XHDPI_TXT_333.zip	3524756
COMPLETE	TEXT_KO	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_KO_XHDPI_TXT_333.zip	3497318
COMPLETE	TEXT_ZH_HANS	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ZH_HANS_XHDPI_TXT_333.zip	1157275
COMPLETE	TEXT_ZH_HANT	LIVE	XHDPI	TXT	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ZH_HANT_XHDPI_TXT_333.zip	1185055
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	ETC1	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_ETC1_333.zip	5038763
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	ETC2	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_ETC2_333.zip	5859288
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	PVRTC	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_PVRTC_333.zip	3859363
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	ETC1	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_ETC1_333.zip	1683852
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	ETC2	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_ETC2_333.zip	2272121
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	PVRTC	8.0	333	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_PVRTC_333.zip	2271815
INCREMENTAL	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC1	8.0	334	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC1_334.zip	4602
INCREMENTAL	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC2	8.0	334	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC2_334.zip	4602
INCREMENTAL	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	PVRTC	8.0	334	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_PVRTC_334.zip	4608
COMPLETE	FONT_CJK_BASE	LIVE	XHDPI	PNG	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_FONT_CJK_BASE_XHDPI_PNG_334.zip	4422179
COMPLETE	FONT_CJK_FALLBACK	LIVE	XHDPI	PNG	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_FONT_CJK_FALLBACK_XHDPI_PNG_334.zip	15922823
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC1	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC1_334.zip	37356704
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC2	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC2_334.zip	43275794
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	PVRTC	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_PVRTC_334.zip	39076804
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	ETC1	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_ETC1_334.zip	399920056
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	ETC2	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_ETC2_334.zip	453239641
COMPLETE	WORLD_ADDITIONAL	LIVE	XHDPI	PVRTC	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_ADDITIONAL_XHDPI_PVRTC_334.zip	431417071
COMPLETE	UI_INITIAL	LIVE	XHDPI	ETC1	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_ETC1_334.zip	15342307
COMPLETE	UI_INITIAL	LIVE	XHDPI	ETC2	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_ETC2_334.zip	18175500
COMPLETE	UI_INITIAL	LIVE	XHDPI	PVRTC	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_INITIAL_XHDPI_PVRTC_334.zip	17760903
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	ETC1	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_ETC1_334.zip	154575573
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	ETC2	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_ETC2_334.zip	191422098
COMPLETE	UI_DYNAMIC	LIVE	XHDPI	PVRTC	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_DYNAMIC_XHDPI_PVRTC_334.zip	193243907
COMPLETE	SOUND	LIVE	XHDPI	OGG	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_SOUND_XHDPI_OGG_334.zip	167426599
COMPLETE	SOUND	LIVE	XHDPI	MP3	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_SOUND_XHDPI_MP3_334.zip	145169690
COMPLETE	TEXT	LIVE	XHDPI	TXT	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_XHDPI_TXT_334.zip	3296839
COMPLETE	TEXT_DE	LIVE	XHDPI	TXT	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_DE_XHDPI_TXT_334.zip	3456660
COMPLETE	TEXT_FR	LIVE	XHDPI	TXT	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_FR_XHDPI_TXT_334.zip	3301120
COMPLETE	TEXT_ES	LIVE	XHDPI	TXT	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ES_XHDPI_TXT_334.zip	3261582
COMPLETE	TEXT_IT	LIVE	XHDPI	TXT	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_IT_XHDPI_TXT_334.zip	3229236
COMPLETE	TEXT_PT	LIVE	XHDPI	TXT	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_PT_XHDPI_TXT_334.zip	3190910
COMPLETE	TEXT_RU	LIVE	XHDPI	TXT	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_RU_XHDPI_TXT_334.zip	1441262
COMPLETE	TEXT_JA	LIVE	XHDPI	TXT	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_JA_XHDPI_TXT_334.zip	3524756
COMPLETE	TEXT_KO	LIVE	XHDPI	TXT	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_KO_XHDPI_TXT_334.zip	3497318
COMPLETE	TEXT_ZH_HANS	LIVE	XHDPI	TXT	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ZH_HANS_XHDPI_TXT_334.zip	1157275
COMPLETE	TEXT_ZH_HANT	LIVE	XHDPI	TXT	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_TEXT_ZH_HANT_XHDPI_TXT_334.zip	1185055
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	ETC1	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_ETC1_334.zip	5038763
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	ETC2	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_ETC2_334.zip	5859288
COMPLETE	UI_PARTICLES_INITIAL	LIVE	XHDPI	PVRTC	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_PARTICLES_INITIAL_XHDPI_PVRTC_334.zip	3859363
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	ETC1	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_ETC1_334.zip	1683852
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	ETC2	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_ETC2_334.zip	2272121
COMPLETE	UI_BOOSTER_INITIAL	LIVE	XHDPI	PVRTC	8.0	334	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_UI_BOOSTER_INITIAL_XHDPI_PVRTC_334.zip	2271815
INCREMENTAL	TEXT	LIVE	XHDPI	TXT	8.0	335	http://content.disneyheroesgame.com/live/INCREMENTAL_LIVE_TEXT_XHDPI_TXT_335.zip	7815
COMPLETE	FONT_CJK_BASE	LIVE	XHDPI	PNG	8.0	335	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_FONT_CJK_BASE_XHDPI_PNG_335.zip	4422179
COMPLETE	FONT_CJK_FALLBACK	LIVE	XHDPI	PNG	8.0	335	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_FONT_CJK_FALLBACK_XHDPI_PNG_335.zip	15922823
COMPLETE	WORLD_INITIAL_INTERNAL	LIVE	XHDPI	ETC1	8.0	335	http://content.disneyheroesgame.com/live/COMPLETE_LIVE_WORLD_INITIAL_INTERNAL_XHDPI_ETC1_335.zip	37356704
